,title,price,link
82,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/Wifi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG  ","29,690",https://amazon.in//Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817J16G/ref=sr_1_111?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU&dib_tag=se&keywords=laptop&qid=1727447686&sprefix=%2Caps%2C1086&sr=8-111
83,"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX  ","64,990",https://amazon.in//HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_112?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU&dib_tag=se&keywords=laptop&qid=1727447686&sprefix=%2Caps%2C1086&sr=8-112
84,"Modern 15, Intel 12th Gen i5-1235U, 40CM FHD Thin & Light Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B12MO-818IN  ","35,990",https://amazon.in//i5-1235U-Windows-Graphics-Classic-B12MO-818IN/dp/B0D1VLF472/ref=sr_1_113?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU&dib_tag=se&keywords=laptop&qid=1727447686&sprefix=%2Caps%2C1086&sr=8-113
85,"HP [Smart Choice Omen Gaming Laptop,AMD Ryzen 7 7840Hs,8Gb RTX 4060 Gpu,16.1""(40.9 Cm),Fhd,IPS,165 Hz,300 Nits,16Gb Ddr5,1Tb Ssd,RGB Kb,7Ms Response Time (Win 11,Black,2.32 Kg),Xd0020Ax  ","1,09,990",https://amazon.in//Choice-HP-Gaming-Response-xd0020AX/dp/B0CCVZP835/ref=sr_1_114?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU&dib_tag=se&keywords=laptop&qid=1727447686&sprefix=%2Caps%2C1086&sr=8-114
86,"Lenovo ThinkPad E14 Gen 4, IntelÂ® Coreâ„¢ i5-1235U,WindowsÂ® 11 Pro,8 GB+8 GB RAM/512 GB SSD,14"" inch FHD (1920x1080), 5Y Premier Warranty 21E3006XIG  ","78,500",https://amazon.in//Lenovo-ThinkPad-i5-1235U-1920x1080-21E3006XIG/dp/B0CTMJPKKR/ref=sr_1_115?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU&dib_tag=se&keywords=laptop&qid=1727447686&sprefix=%2Caps%2C1086&sr=8-115
87,"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU  ","67,990",https://amazon.in//HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_116?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU&dib_tag=se&keywords=laptop&qid=1727447686&sprefix=%2Caps%2C1086&sr=8-116
88,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NjkzNDc0MDk0OTU5OTMxOjE3Mjc0NDc2ODY6c3BfYnRmOjMwMDI1MDgzMTQ5MzYzMjo6MDo6&url=%2FHP-i3-1215U-Graphics-Speakers-dy5008TU%2Fdp%2FB0BZS88YPT%2Fref%3Dsr_1_117_sspa%3Fcrid%3DVHV2G5PX4CDL%26dib%3DeyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727447686%26sprefix%3D%252Caps%252C1086%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
89,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","36,990",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_14?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.WUtMALyYfhllXTKwlRBZhc9wTzOeQcNlvOlCKxjitO8H6s2XBDtNXIkX1puL55i1Ax-VtiVP8GrvYvqN44m3MwtV3_yzmJTonsYMThu9CO_9cTDM8GP7R1Efkqh2uzsceNDtmzW_w-3_YuXLYTyhhP7sy66HTbQo5bOloeaEwdBvXBT2QcaL4nXLoL_QeFAwebQPKmTf-bITmDZTOuIEH0R1x6puG6IDU7FAQR122sg.rIXdV429DD9c0Zccte-yS9er5eDz8_FGABucOOqtlv4&dib_tag=se&keywords=laptop&qid=1727447642&sprefix=%2Caps%2C1086&sr=8-14
90,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NjkzNDc0MDk0OTU5OTMxOjE3Mjc0NDc2ODY6c3BfYnRmOjMwMDI1MDgzMTQ5NDAzMjo6MDo6&url=%2FAcer-i5-1235U-Windows-Graphics-AL15-52%2Fdp%2FB0CLTW4D7T%2Fref%3Dsr_1_118_sspa%3Fcrid%3DVHV2G5PX4CDL%26dib%3DeyJ2IjoiMSJ9.Ryg3to5VMsGyeKyRtElc7atmTatbv7XXWZ_Zh03X6S4OdmmJc9OSuvKdeAq5i6mpoTyBXt0owX_pXX_CRUS84WYiObnqwJZTqpoDUYfGKGR36hhqvsWd_7gSdIQiS7La6QrsM3lkH66mVQgwpZg2z0DErKdNrjfHjv6vKc6GzVlhb-ZiDS-x1AuVuyDQdfT6Ch4zbR_05zxX6UBbt-V2x9H7mi9fzYZ4Usg-t4y5Nu0.Jlxh5Cr-BH1lAyn4bmJj7pEqyU0YpprSvp7bU-S2pmU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727447686%26sprefix%3D%252Caps%252C1086%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
91,"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN  ","42,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo5ODExMzcxOTQ3ODkyNjk6MTcyNzQ0NzY5MzpzcF9hdGZfbmV4dDozMDAwNjIxMTM4MjUwMzI6OjA6Og&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsr_1_113_sspa%3Fcrid%3DVHV2G5PX4CDL%26dib%3DeyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727447693%26sprefix%3D%252Caps%252C1086%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
92,"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA0J6IN  ","56,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo5ODExMzcxOTQ3ODkyNjk6MTcyNzQ0NzY5MzpzcF9hdGZfbmV4dDozMDAxNjY2NjYxOTgxMzI6OjA6Og&url=%2FLenovo-ThinkBook-Antiglare-Keyboard-21KHA0J6IN%2Fdp%2FB0CZ7BFQZL%2Fref%3Dsr_1_114_sspa%3Fcrid%3DVHV2G5PX4CDL%26dib%3DeyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727447693%26sprefix%3D%252Caps%252C1086%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
93,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU  ","34,990",https://amazon.in//HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_115?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-115
94,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/MSO 21/1Yr ADP Free/3mon Game Pass/Grey/2.4Kg), 83DV00LXIN  ","1,05,990",https://amazon.in//Lenovo-i7-13650HX-39-6cm-300Nits-83DV00LXIN/dp/B0D3TGNY9G/ref=sr_1_116?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-116
95,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xáµ‰ Graphics/Windows 11/Office 2021/Quiet Blue/1.7 Kg), X1502ZA-EJ744WS  ","56,990",https://amazon.in//ASUS-Vivobook-i7-12700H-Graphics-X1502ZA-EJ744WS/dp/B0D3LQRHWC/ref=sr_1_117?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-117
96,"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)  ","18,990",https://amazon.in//Chuwi-HeroBook-Plus-Processor-Graphics/dp/B0D9QQ7SS1/ref=sr_1_118?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-118
97,"ASUS TUF Gaming A15, 15.6"" FHD 16:9, 144Hz 250nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/RTX 4060/Win 11/Office Home/90WHr Battery/Mecha Gray/2.2 Kg),FA507NVR-LP104WS  ","89,990",https://amazon.in//ASUS-TUF-Gaming-15-6-FA507NVR-LP104WS/dp/B0DDTNZ2LR/ref=sr_1_119?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-119
98,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ","17,099",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR49QPM9/ref=sr_1_120?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-120
99,"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display  ","22,990",https://amazon.in//Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_121?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-121
100,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), eq2182AU  ","39,990",https://amazon.in//HP-15-6-inches-Micro-Edge-Anti-Glare-15s-eq2182AU/dp/B0B4N77Y34/ref=sr_1_15?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.WUtMALyYfhllXTKwlRBZhc9wTzOeQcNlvOlCKxjitO8H6s2XBDtNXIkX1puL55i1Ax-VtiVP8GrvYvqN44m3MwtV3_yzmJTonsYMThu9CO_9cTDM8GP7R1Efkqh2uzsceNDtmzW_w-3_YuXLYTyhhP7sy66HTbQo5bOloeaEwdBvXBT2QcaL4nXLoL_QeFAwebQPKmTf-bITmDZTOuIEH0R1x6puG6IDU7FAQR122sg.rIXdV429DD9c0Zccte-yS9er5eDz8_FGABucOOqtlv4&dib_tag=se&keywords=laptop&qid=1727447642&sprefix=%2Caps%2C1086&sr=8-15
101,"(Refurbished) Lenovo Thinkpad T470 (i5, 6th Gen / 8GB RAM / 256 GB SSD / 14"" FHD Screen / Windows / 6 Months Warranty )  ","15,500",https://amazon.in//Refurbished-Lenovo-Thinkpad-Windows-Warranty/dp/B0D54FL8HD/ref=sr_1_122?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-122
102,"MSI Cyborg 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-070IN  ","77,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo5ODExMzcxOTQ3ODkyNjk6MTcyNzQ0NzY5MzpzcF9tdGY6MzAwMzQxOTY5ODgxMjMyOjowOjo&url=%2FMSI-i7-12650H-Windows-Translucent-A12VE-070IN%2Fdp%2FB0BW9HGBHP%2Fref%3Dsr_1_123_sspa%3Fcrid%3DVHV2G5PX4CDL%26dib%3DeyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727447693%26sprefix%3D%252Caps%252C1086%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
103,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00  ","70,400",https://amazon.in//sspa/click?ie=UTF8&spc=MTo5ODExMzcxOTQ3ODkyNjk6MTcyNzQ0NzY5MzpzcF9tdGY6MzAwMTQ4MTAwODI5MzMyOjowOjo&url=%2FLenovo-ThinkPad-E14-Keyboard-21JKS0UA00%2Fdp%2FB0CSYS3TPS%2Fref%3Dsr_1_124_sspa%3Fcrid%3DVHV2G5PX4CDL%26dib%3DeyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727447693%26sprefix%3D%252Caps%252C1086%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
104,"HP Smartchoice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,1TB SSD,Backlit KB,B&O (Win 11,MSO,Blue,2.37 kg),fa1317TX  ","79,990",https://amazon.in//HP-Smartchoice-i5-13420H-15-6-inch-fa1317TX/dp/B0D1YHWVF9/ref=sr_1_125?crid=VHV2G5PX4CDL&dib=eyJ2IjoiMSJ9.NVwbnsLqGEUVGcFn_WJxriZquckI1ePsKLJe9lKLACwe_UTqyQpadYt0RJsPd2tUmeyqnLTJ-XZUHyy4_MOf9sG_VeXHRjK4ppaWyrV53-AiFl2ciqfJUexwwWdIikkGuJdGCMx5a9BlPC9XMhrCU5Sh3zvkHKhegNdTV3sO8vgoPI0dVaJ6GVmJFAAWkiSoNYdX7X0Etq6Kp8GTvJeW0kDVMpfXOC0mwUwHbQWu4pw._3XFsYU4UzxWeB2fCcj7HMVIKrnydyGscUVvi3p1sjw&dib_tag=se&keywords=laptop&qid=1727447693&sprefix=%2Caps%2C1086&sr=8-125
